,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1934,14.79,15.59,13.59,12.09,7.99,5.99,4.59,7.09,9.59,10.99,14.69,17.99
1935,18.49,17.29,15.49,12.59,8.09,5.29,5.09,6.89,6.69,11.79,11.09,17.59
1936,16.29,14.69,12.29,12.49,7.69,6.49,4.99,8.39,9.19,12.69,13.29,13.19
1937,14.99,13.39,13.99,10.69,8.39,4.89,4.89,7.39,9.19,10.39,13.39,14.89
1938,16.89,18.19,15.99,13.69,9.19,5.99,3.69,6.89,8.79,11.49,13.19,13.99
1939,14.89,15.39,14.89,11.99,9.29,7.29,3.79,5.79,8.39,10.29,13.69,16.39
1940,16.99,14.69,13.09,10.19,7.39,5.89,5.49,7.39,9.29,11.69,12.39,16.49
1941,16.99,17.29,15.09,10.59,9.29,4.99,4.89,5.59,9.29,10.19,13.29,13.49
1942,14.89,15.09,13.69,11.99,9.49,6.49,6.29,6.89,9.79,11.99,13.29,13.29
1943,15.99,15.99,13.39,11.79,6.89,6.59,4.89,5.39,7.79,9.99,13.39,15.59
1944,16.62,16.02,13.82,12.62,7.52,6.12,5.82,5.72,8.12,11.02,12.42,13.22
1945,16.02,15.82,13.32,11.52,7.82,5.12,3.12,7.82,8.82,9.02,14.72,12.72
1946,15.22,16.32,14.72,11.22,9.12,5.92,6.32,7.42,8.82,9.92,9.72,13.52
1947,14.52,15.12,14.42,10.52,8.42,6.02,5.32,7.72,9.22,10.72,13.72,15.42
1948,17.62,15.82,15.12,11.32,9.12,5.12,6.32,7.12,9.22,11.02,12.82,15.62
1949,14.82,18.52,14.42,10.52,8.32,5.82,6.92,6.52,8.62,13.92,13.02,14.92
1950,16.92,15.82,14.12,10.82,10.32,5.42,5.62,5.32,9.12,11.32,13.52,14.52
1951,14.72,15.32,14.22,12.22,8.12,4.62,6.42,6.12,9.42,10.92,12.72,13.02
1952,15.12,16.72,13.92,12.42,8.82,5.82,4.62,7.32,10.12,11.52,12.12,15.82
1953,14.72,15.32,14.22,10.92,8.92,5.62,5.32,7.22,9.22,10.62,15.12,14.42
1954,16.42,18.52,15.92,11.22,8.82,7.62,4.82,6.72,9.12,12.42,15.52,16.02
1955,17.52,17.92,14.92,13.32,9.82,6.22,5.02,8.32,10.52,12.92,13.62,16.52
1956,19.62,16.72,13.22,14.12,8.72,7.12,5.92,6.72,9.32,11.52,13.12,15.22
1957,17.32,18.02,16.02,12.52,9.02,6.32,5.42,7.62,8.72,10.52,12.72,14.52
1958,15.12,17.02,15.62,10.82,9.02,5.72,4.42,7.02,8.22,12.62,14.72,16.12
1959,16.92,17.32,14.92,12.42,6.22,5.82,5.22,6.32,9.62,9.12,14.32,15.32
1960,17.22,16.12,13.72,12.12,9.02,7.02,6.52,6.42,8.72,11.82,12.92,13.72
1961,15.72,16.82,13.22,11.52,7.72,5.42,5.92,6.62,8.22,14.22,14.22,16.82
1962,18.32,15.92,14.72,11.02,11.02,6.92,6.82,6.92,8.62,12.72,13.52,15.32
1963,16.92,17.32,13.42,10.22,9.02,5.02,5.22,5.82,8.62,11.72,11.92,14.12
1964,15.42,15.92,14.62,11.12,8.3,5.9,6.7,6.2,8.4,10.8,12.3,16.2
1965,17.6,15.7,14.4,11.6,7.8,6.4,4.8,6.5,9.5,10.3,12.7,15.3
1966,16.5,18.0,15.4,12.0,7.2,6.5,5.3,6.3,8.8,11.1,12.6,14.8
1967,16.5,16.8,15.4,12.6,9.5,5.2,5.3,8.3,7.7,11.5,12.1,15.4
1968,16.1,16.9,16.9,11.4,10.4,6.0,5.0,7.7,8.4,10.7,13.7,13.7
1969,16.5,15.7,15.3,11.7,8.9,5.2,5.4,7.2,11.3,9.9,14.4,17.2
1970,17.5,16.1,14.9,13.1,7.6,6.8,6.7,8.2,9.7,11.7,13.5,15.8
1971,17.1,17.8,15.9,12.3,10.7,7.5,5.6,7.4,9.7,11.4,13.0,16.2
1972,15.8,14.8,16.4,12.8,8.7,4.9,6.0,5.7,10.9,11.8,14.8,13.4
1973,16.8,17.9,15.3,12.3,9.4,6.9,5.2,6.8,10.0,11.9,14.2,15.3
1974,15.1,17.6,13.4,12.1,8.5,6.0,6.8,5.8,9.3,10.5,13.7,16.6
1975,18.3,16.8,15.7,13.0,9.1,5.5,5.5,7.7,9.6,10.9,12.1,13.7
1976,15.72,13.42,15.32,11.02,8.52,5.42,5.92,6.82,7.92,8.72,10.92,14.82
1977,14.72,16.12,14.62,11.72,7.82,6.02,6.22,7.32,7.12,11.12,12.52,14.82
1978,17.72,17.62,16.52,14.72,9.62,5.12,6.72,8.42,9.22,10.82,13.42,15.12
1979,17.42,16.62,14.82,11.62,8.52,6.52,6.92,6.22,9.72,10.82,13.82,15.92
1980,16.52,15.92,14.02,11.72,9.22,5.72,5.62,7.72,10.32,13.32,12.02,15.42
1981,17.72,17.72,15.72,13.72,8.42,7.32,6.12,5.62,8.72,11.52,13.52,17.12
1982,17.22,17.42,16.02,10.12,9.22,5.72,5.22,8.22,8.62,9.92,15.12,13.72
1983,15.72,14.72,15.22,11.72,9.22,6.62,5.62,7.72,9.12,11.22,13.22,13.92
1984,14.52,15.72,15.72,11.92,7.42,7.22,6.62,8.92,9.42,11.52,14.52,16.02
1985,18.72,17.22,14.62,13.42,8.82,7.12,6.92,7.42,9.82,10.32,13.02,15.52
1986,18.42,17.02,14.52,13.72,8.62,6.42,5.52,5.62,8.42,11.62,13.02,15.82
1987,17.92,16.02,13.82,12.62,10.52,6.5,6.2,9.0,10.0,11.8,13.9,15.6
1988,17.1,17.1,14.4,11.0,7.7,6.7,7.6,8.1,11.2,14.0,15.1,18.0
1989,18.2,16.4,16.1,11.9,9.2,7.4,5.4,8.3,10.1,12.4,14.2,15.4
1990,17.6,18.3,15.5,12.9,10.3,7.0,6.5,7.2,8.4,11.2,12.7,16.0
1991,16.8,15.3,15.6,12.2,8.9,5.5,4.8,8.7,9.6,11.3,11.1,13.5
1992,16.6,15.4,13.4,10.4,7.7,4.9,6.9,5.8,7.0,10.6,13.9,13.9
1993,15.6,15.2,13.3,10.8,8.9,8.3,6.0,6.0,8.5,12.8,11.2,13.4
1994,17.2,16.7,13.3,12.2,8.7,5.0,5.8,8.5,8.4,10.5,14.2,15.7
1995,16.6,16.8,15.7,13.1,10.0,6.6,4.9,7.5,9.3,10.7,12.7,17.6
1996,17.0,16.9,13.4,12.3,8.9,6.3,5.6,6.6,11.1,12.7,12.7,15.1
1997,15.2,17.1,13.9,11.7,10.4,6.8,6.0,7.9,8.5,12.3,14.4,15.5
1998,18.2,19.8,16.9,13.0,10.6,7.0,7.8,6.7,9.9,12.3,12.4,15.7
1999,17.6,17.3,16.9,12.2,10.9,6.9,6.4,7.2,9.4,12.6,13.1,13.8
2000,15.3,16.6,14.6,12.7,9.9,8.3,7.9,7.4,10.2,12.0,10.7,16.9
2001,14.9,17.3,15.3,12.8,9.5,7.0,4.7,8.1,10.3,12.5,13.7,16.0
2002,16.3,15.1,15.4,12.1,9.8,6.9,5.8,8.1,11.2,10.1,12.5,15.5
2003,16.2,16.4,15.8,10.5,10.2,8.9,5.6,7.2,9.6,10.8,13.0,16.1
2004,18.3,15.7,14.4,11.1,10.5,8.5,5.2,6.4,9.4,11.2,14.1,12.5
2005,16.8,18.2,15.1,11.6,9.8,6.0,7.7,9.3,9.9,11.3,13.3,17.2
2006,17.1,16.8,12.7,13.8,9.2,5.2,6.5,7.7,11.1,11.5,13.1,12.9
2007,15.4,16.3,16.1,11.8,11.8,5.7,6.3,7.3,9.7,11.4,13.1,15.9
2008,17.7,16.8,15.2,12.4,7.8,7.1,6.7,6.5,10.6,11.5,14.2,15.3
2009,18.5,15.9,14.6,12.8,7.5,6.0,5.5,9.4,9.7,9.6,13.0,14.7
2010,16.1,16.6,15.4,13.7,9.8,6.6,5.8,8.3,10.7,11.3,14.6,17.2
2011,16.5,16.9,15.1,11.3,11.3,8.0,5.9,6.6,8.8,11.2,12.9,15.1
2012,15.8,15.7,13.4,12.3,9.1,5.5,6.5,9.0,10.0,11.2,11.5,16.6
2013,17.6,16.2,16.1,12.3,9.8,7.0,7.8,9.6,9.5,12.4,14.3,16.4
2014,15.8,17.0,14.0,12.7,10.3,8.4,6.7,7.6,9.6,11.9,13.7,15.5
2015,18.2,16.9,15.7,13.6,10.1,7.3,6.6,7.2,8.7,12.3,13.7,15.4
2016,16.2,19.2,16.2,13.1,12.5,8.8,7.0,6.9,10.4,12.0,14.1,15.7
2017,17.2,17.2,15.0,12.3,8.3,7.1,6.2,8.8,10.6,12.3,14.4,17.8
2018,19.3,17.2,16.1,11.9,9.8,7.2,7.7,8.2,9.6,11.4,13.4,15.9
2019,18.6,17.8,17.0,11.8,10.8,6.7,8.7,7.9,9.8,10.9,15.5,15.6
2020,17.1,17.6,14.1,13.1,10.1,8.2,6.9,8.9,10.6,13.4,14.0,15.5
2021,17.4,17.1,15.8,13.7,10.2,8.5,7.4,8.8,10.0,12.4,14.5,16.1
2022,17.2,16.3,15.5,13.2,11.0,8.2,6.7,9.0,10.3,11.4,15.3,16.4
2023,17.8,18.4,15.2,13.5,12.0,9.0,7.5,7.5,11.3,12.1,13.5,16.7
2024,18.3,16.6,13.7,13.0,7.5,7.8,7.2,8.6,10.7,12.3,14.2,16.8
2025,15.0,16.9,15.4,13.2,10.3,7.1,7.4,7.5,,,,
