,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1954,17.68,18.18,17.18,12.58,10.88,9.18,7.58,7.78,10.28,11.38,15.48,16.88
1955,17.78,18.68,16.88,14.58,11.38,7.28,6.68,8.78,10.58,12.68,14.18,16.18
1956,19.18,17.68,15.38,15.78,10.98,8.78,7.78,7.68,10.48,12.58,14.08,15.98
1957,17.58,18.48,17.28,14.48,10.88,8.78,6.68,9.38,10.48,11.58,13.98,14.58
1958,16.68,18.38,16.28,12.78,10.28,7.98,6.48,8.48,9.28,12.98,14.68,17.28
1959,18.28,18.18,16.68,12.88,8.28,6.88,7.38,8.48,10.58,10.78,14.58,16.68
1960,19.38,17.78,15.18,12.58,10.78,8.68,7.08,7.38,10.48,13.18,13.68,15.78
1961,17.68,17.38,15.08,12.68,10.68,7.48,6.78,7.88,10.18,13.68,15.08,17.18
1962,18.58,17.78,16.68,13.38,12.18,9.08,7.98,8.38,10.18,13.38,13.88,16.48
1963,18.08,18.38,15.08,12.38,10.08,7.38,7.28,7.78,10.48,13.18,13.28,15.88
1964,15.08,17.38,15.38,12.08,9.78,7.68,7.88,8.28,9.98,11.78,13.98,15.98
1965,18.28,16.78,16.18,12.58,9.98,7.78,6.28,7.98,9.88,10.88,12.98,15.48
1966,16.88,18.98,17.08,13.38,9.38,7.38,6.98,6.98,9.58,11.78,13.38,15.68
1967,16.88,16.68,16.38,14.08,10.58,6.98,6.48,9.98,9.38,12.68,14.28,16.28
1968,17.38,17.68,18.48,13.68,10.88,7.98,6.88,8.78,9.88,11.28,12.68,15.08
1969,16.58,16.58,16.08,12.28,10.38,6.58,6.28,8.58,11.08,11.28,14.48,17.28
1970,18.88,17.28,16.98,14.28,9.38,8.08,8.18,8.58,10.78,12.58,14.88,17.28
1971,18.28,18.78,16.48,13.68,11.48,10.38,7.18,8.88,10.18,12.28,14.08,16.58
1972,17.18,16.68,16.88,13.88,10.08,6.38,7.38,6.58,11.58,13.18,15.68,14.78
1973,17.58,18.28,16.38,13.58,10.78,8.18,6.88,8.38,10.98,12.68,14.98,16.78
1974,16.88,19.08,14.98,14.28,11.08,8.08,7.28,8.18,11.18,12.38,14.88,17.68
1975,18.88,18.48,16.98,14.18,10.68,7.38,6.58,8.38,10.58,12.28,13.48,15.18
1976,17.08,14.98,15.58,13.08,9.78,7.48,7.18,8.38,9.78,11.38,12.48,15.88
1977,16.08,16.78,16.78,13.38,8.48,7.98,7.88,8.08,8.58,11.78,13.08,14.78
1978,17.68,18.58,16.78,15.78,10.48,7.68,8.28,8.18,10.48,11.48,14.08,15.58
1979,18.38,16.88,16.88,12.28,9.88,8.88,7.68,7.88,11.18,12.58,14.58,15.78
1980,16.88,16.58,14.98,12.68,10.68,8.08,6.88,8.48,10.58,12.98,13.08,15.98
1981,18.98,18.98,17.38,14.48,9.68,8.58,6.98,7.48,9.78,12.48,14.18,17.48
1982,17.38,18.58,16.28,12.08,10.38,7.18,6.68,8.88,9.68,10.78,15.18,14.88
1983,16.08,16.58,16.18,12.88,10.38,7.68,6.38,8.58,10.88,12.88,13.88,15.18
1984,15.28,16.68,16.78,13.28,9.38,8.98,8.68,9.38,10.38,12.08,15.58,16.58
1985,17.78,17.28,15.98,13.78,10.78,8.98,8.58,7.88,10.78,11.78,14.18,17.08
1986,18.88,17.48,15.58,13.98,10.58,8.08,6.48,7.98,10.28,12.98,14.08,15.78
1987,17.88,17.18,15.08,13.08,11.18,8.68,7.88,9.88,10.68,12.38,14.48,15.68
1988,17.58,18.18,15.08,11.58,9.78,8.88,8.58,9.18,12.18,12.78,14.98,17.18
1989,18.88,17.38,16.78,13.78,11.18,8.48,6.88,9.28,11.38,13.08,15.28,16.28
1990,17.98,19.58,17.58,14.38,11.18,8.48,7.98,8.68,9.88,13.18,14.38,17.08
1991,17.38,17.78,16.28,12.88,11.08,7.78,6.68,9.18,10.98,12.38,13.18,15.58
1992,17.68,16.68,14.48,11.38,9.08,6.28,7.58,7.98,8.88,11.58,14.38,15.38
1993,16.48,16.08,14.88,12.28,10.98,9.38,7.28,8.18,9.48,12.58,12.58,14.68
1994,17.28,17.88,14.98,13.58,10.88,7.58,7.28,9.08,9.78,11.18,13.78,16.38
1995,17.08,18.08,15.88,14.78,11.18,8.48,6.48,8.68,10.58,12.38,13.48,16.88
1996,17.78,17.48,14.88,14.28,10.18,7.58,7.58,7.78,11.08,12.78,12.78,15.81
1997,16.61,18.91,15.91,12.61,11.81,7.3,6.3,8.0,9.3,13.3,15.2,15.8
1998,18.8,20.1,17.4,13.8,11.6,8.8,9.5,8.5,11.4,13.2,14.7,17.1
1999,19.7,18.8,17.8,13.9,11.5,8.4,7.8,8.7,11.6,14.1,15.5,16.1
2000,17.2,18.2,16.1,14.2,11.7,8.6,9.2,8.9,10.6,12.8,13.2,17.9
2001,17.5,19.2,16.6,13.5,11.6,7.8,6.0,9.4,11.3,14.2,14.6,17.4
2002,17.9,17.0,16.9,13.5,11.5,10.4,8.2,9.1,10.7,11.5,14.1,16.6
2003,17.5,17.1,17.3,13.7,11.7,9.7,6.6,9.0,10.4,12.0,14.0,16.6
2004,19.2,17.0,15.2,12.8,11.4,9.0,6.4,7.2,9.5,13.0,15.0,14.5
2005,17.6,19.4,16.9,13.1,11.5,8.0,8.9,9.2,11.3,12.6,14.6,18.6
2006,17.7,18.2,15.8,14.7,11.2,6.9,7.9,8.5,11.7,12.5,14.5,14.8
2007,18.1,18.6,17.0,13.3,12.3,7.5,7.6,8.9,10.8,12.2,14.7,17.4
2008,19.5,17.9,17.0,14.2,9.5,7.9,8.0,8.4,11.3,12.6,14.1,16.4
2009,18.1,18.3,15.7,13.4,8.5,7.1,6.9,9.8,10.0,11.2,15.2,16.0
2010,17.9,18.8,16.9,14.2,11.6,8.9,7.5,9.5,10.6,12.2,15.6,17.9
2011,18.6,19.1,16.2,13.4,13.7,10.3,7.3,7.7,9.9,12.9,14.6,16.5
2012,17.7,17.6,15.5,13.6,10.2,7.8,8.2,9.9,10.6,12.5,13.9,17.9
2013,17.7,17.8,17.3,14.6,11.1,8.9,8.1,10.2,11.4,13.4,16.2,17.7
2014,16.9,18.1,16.0,15.0,11.1,10.1,7.5,8.6,11.5,12.9,14.0,17.4
2015,19.2,17.8,17.5,14.4,10.7,8.8,7.4,8.5,10.3,13.8,14.2,16.8
2016,19.2,20.3,17.7,14.4,12.3,9.7,8.0,8.0,11.3,13.3,15.0,16.2
2017,17.5,18.2,17.4,14.3,10.4,8.8,8.1,9.6,11.3,13.8,15.5,19.4
2018,21.2,18.8,17.5,13.8,11.3,8.0,7.9,9.8,10.8,12.9,14.6,18.0
2019,20.6,18.6,18.0,13.7,12.3,8.2,8.7,8.6,10.5,12.3,15.3,16.5
2020,18.3,18.8,15.9,13.5,10.9,10.4,8.6,9.9,11.0,13.2,15.1,16.4
2021,17.8,17.7,16.1,14.4,11.5,10.4,8.4,9.7,10.5,13.2,15.9,18.6
2022,19.3,18.4,17.2,14.9,12.5,9.6,9.2,9.9,11.1,12.8,15.9,17.7
2023,19.3,19.3,16.7,14.7,13.2,10.1,9.1,8.1,11.9,13.0,14.9,18.2
2024,19.4,18.1,15.7,14.3,9.9,9.7,8.7,9.4,11.1,13.0,15.5,18.6
2025,17.4,19.0,17.2,15.6,11.9,9.3,9.1,8.0,,,,
